Protein	gene	Indistinguishable.Proteins	Description	ko_id
568	P23592	MEGAHIT-MetaBAT2-S950.5_contig_1514874_16	MEGAHIT-MetaBAT2-S951.173_contig_4789228_4	rank: D;Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.12];Tetratricopeptide repeat [PF13371.11];Tetratricopeptide repeat [PF13429.11];TPR repeat [PF13414.11];Tetratricopeptide repeat [PF13432.11];ChAPs (Chs5p-Arf1p-binding proteins) [PF09295.15] (db=pfam)	NA
569	P23598	MEGAHIT-MetaBAT2-S950.5_contig_1514874_26		rank: C;phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20] (db=kegg)	K01889
570	P23611	MEGAHIT-MetaBAT2-S950.5_contig_1514874_5		rank: D;Calycin-like beta-barrel domain [PF13944.11];Putative carbohydrate metabolism domain [PF13201.11] (db=pfam)	NA
571	P23624	MEGAHIT-MetaBAT2-S950.5_contig_1514881_13		rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.1.1.11 7.2.1.2] (db=kegg)	K03616
572	P23640	MEGAHIT-MetaBAT2-S950.5_contig_1514884_7		rank: E	NA
573	P23642	MEGAHIT-MetaBAT2-S950.5_contig_1514887_14		rank: D;pfkB family carbohydrate kinase [PF00294.29] (db=pfam)	NA
574	P23684	MEGAHIT-MetaBAT2-S951.163_contig_4275098_11		rank: D;Peptidase M60, enhancin and enhancin-like [PF13402.11] (db=pfam)	NA
575	P23695	MEGAHIT-MetaBAT2-S951.163_contig_4275111_1		rank: E	NA
576	P23700	MEGAHIT-MetaBAT2-S951.163_contig_4275118_10		rank: D;Outer membrane protein beta-barrel domain [PF13568.11] (db=pfam)	NA
577	P23719	MEGAHIT-MetaBAT2-S951.163_contig_4275132_5		rank: C;preprotein translocase subunit YajC (db=kegg)	K03210
578	P23726	MEGAHIT-MetaBAT2-S951.163_contig_4275137_3		rank: D;OmpA family [PF00691.25] (db=pfam)	NA
579	P23731	MEGAHIT-MetaBAT2-S951.163_contig_4275142_13		rank: D;Susd and RagB outer membrane lipoprotein [PF12741.12];Starch-binding associating with outer membrane [PF12771.12] (db=pfam)	NA
580	P23772	MEGAHIT-MetaBAT2-S951.163_contig_4275178_1		rank: C;SecD/SecF fusion protein (db=kegg)	K12257
581	P23782	MEGAHIT-MetaBAT2-S951.163_contig_4275184_34		rank: C;membrane fusion protein, multidrug efflux system (db=kegg)	K03585
582	P23788	MEGAHIT-MetaBAT2-S951.163_contig_4275187_4		rank: E	NA
583	P23797	MEGAHIT-MetaBAT2-S951.163_contig_4275193_5		rank: E	NA
584	P23814	MEGAHIT-MetaBAT2-S951.163_contig_4275211_14		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
585	P23816	MEGAHIT-MetaBAT2-S951.163_contig_4275211_16		rank: E	NA
586	P23846	MEGAHIT-MetaBAT2-S951.163_contig_4275249_6		rank: D;OmpA family [PF00691.25] (db=pfam)	NA
587	P23848	MEGAHIT-MetaBAT2-S951.163_contig_4275252_6		rank: C;molecular chaperone DnaK (db=kegg)	K04043
588	P23849	MEGAHIT-MetaBAT2-S951.163_contig_4275253_11		rank: C;fructose-bisphosphate aldolase, class II [EC:4.1.2.13] (db=kegg)	K01624
589	P23892	MEGAHIT-MetaBAT2-S951.173_contig_4788998_10		rank: C;rubrerythrin (db=kegg)	K19824
590	P23902	MEGAHIT-MetaBAT2-S951.173_contig_4789001_2		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
591	P23946	MEGAHIT-MetaBAT2-S951.173_contig_4789026_4		rank: E	NA
592	P24000	MEGAHIT-MetaBAT2-S951.173_contig_4789054_11		rank: C;HSP20 family protein (db=kegg)	K13993
593	P24044	MEGAHIT-MetaBAT2-S951.173_contig_4789081_6		rank: D;Cytidylate kinase-like family [PF13189.11] (db=pfam)	NA
594	P24066	MEGAHIT-MetaBAT2-S951.173_contig_4789103_7		rank: D;Ribonuclease E/G family [PF10150.14];RNase E/G, Thioredoxin-like domain [PF20833.2] (db=pfam)	NA
595	P24089	MEGAHIT-MetaBAT2-S951.173_contig_4789118_3		rank: C;Fe-S cluster assembly ATP-binding protein (db=kegg)	K09013
596	P24094	MEGAHIT-MetaBAT2-S951.173_contig_4789122_4		rank: C;YidC/Oxa1 family membrane protein insertase (db=kegg)	K03217
597	P24095	MEGAHIT-MetaBAT2-S951.173_contig_4789124_1		rank: D;ABC transporter [PF00005.32];AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.11] (db=pfam)	NA
598	P24097	MEGAHIT-MetaBAT2-S951.173_contig_4789125_2		rank: D;Outer membrane efflux protein [PF02321.23] (db=pfam)	NA
599	P24124	MEGAHIT-MetaBAT2-S951.173_contig_4789145_3		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
600	P24163	MEGAHIT-MetaBAT2-S951.173_contig_4789176_1		rank: E	NA
601	P24219	MEGAHIT-MetaBAT2-S951.173_contig_4789217_1		rank: C;fructose-1,6-bisphosphatase III [EC:3.1.3.11] (db=kegg)	K04041
602	P24226	MEGAHIT-MetaBAT2-S951.173_contig_4789226_15		rank: C;MFS transporter, FHS family, L-fucose permease (db=kegg)	K02429
603	P24389	MEGAHIT-MetaBAT2-S951.93_contig_3950519_28		rank: C;molecular chaperone DnaK (db=kegg)	K04043
604	P24493	MEGAHIT-MetaBAT2-S952.67_contig_6640618_16		rank: C;small subunit ribosomal protein S1 (db=kegg)	K02945
605	P24656	MEGAHIT-MetaBAT2-S952.67_contig_6640804_7		rank: D;FAD linked oxidases, C-terminal domain [PF02913.24];FAD binding domain [PF01565.28] (db=pfam)	NA
606	P24682	MEGAHIT-MetaBAT2-S953.154_contig_900047_5		rank: C;putrescine aminotransferase [EC:2.6.1.82] (db=kegg)	K09251
607	P24738	MEGAHIT-MetaBAT2-S953.154_contig_900146_3	group9_bins.80_contig_1191579_11	rank: C;small subunit ribosomal protein S5 (db=kegg)	K02988
608	P24786	MEGAHIT-MetaBAT2-S953.167_contig_3003237_17	MEGAHIT-MetaBAT2-S966.102_contig_6246601_10	rank: C;large subunit ribosomal protein L14 (db=kegg)	K02874
609	P24842	MEGAHIT-MetaBAT2-S953.167_contig_3003302_74		rank: C;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245] (db=kegg)	K00194
610	P25033	MEGAHIT-MetaBAT2-S954.74_contig_2630208_5		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
611	P25065	MEGAHIT-MetaBAT2-S954.74_contig_2630343_19		rank: C;carboxybiotin decarboxylase [EC:7.2.4.1] (db=kegg)	K20509
612	P25132	MEGAHIT-MetaBAT2-S954.88_contig_2519013_10		rank: C;small subunit ribosomal protein S1 (db=kegg)	K02945
613	P25348	MEGAHIT-MetaBAT2-S955.226_contig_2978251_3		rank: C;ribosome-binding factor A (db=kegg)	K02834
614	P25351	MEGAHIT-MetaBAT2-S955.226_contig_2978259_13		rank: D;Family of unknown function (DUF5723) [PF18990.5] (db=pfam)	NA
615	P25359	MEGAHIT-MetaBAT2-S955.226_contig_2978266_10		rank: C;methylmalonyl-CoA decarboxylase subunit alpha [EC:7.2.4.3] (db=kegg)	K01604
616	P25360	MEGAHIT-MetaBAT2-S955.226_contig_2978269_1		rank: D;Domain of unknown function (DUF4957) [PF16318.10];Domain of unknown function (DUF5123) [PF17161.9] (db=pfam)	NA
617	P25410	MEGAHIT-MetaBAT2-S955.226_contig_2978296_4		rank: E	NA
618	P25416	MEGAHIT-MetaBAT2-S955.226_contig_2978304_4		rank: E	NA
619	P25422	MEGAHIT-MetaBAT2-S955.226_contig_2978306_20		rank: C;penicillin-binding protein 1A [EC:2.4.99.28 3.4.16.4] (db=kegg)	K05366
620	P25443	MEGAHIT-MetaBAT2-S955.226_contig_2978315_6		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
621	P25465	MEGAHIT-MetaBAT2-S955.226_contig_2978329_3		rank: D;Outer membrane protein Omp28 [PF11551.13] (db=pfam)	NA
622	P25502	MEGAHIT-MetaBAT2-S955.226_contig_2978362_8		rank: C;large subunit ribosomal protein L7/L12 (db=kegg)	K02935
623	P25645	MEGAHIT-MetaBAT2-S956.103_contig_5657428_4		rank: C;type VI secretion system protein ImpC (db=kegg)	K11900
624	P25662	MEGAHIT-MetaBAT2-S956.75_contig_5804971_24		rank: C;uncharacterized protein (db=kegg)	K07080
625	P25675	MEGAHIT-MetaBAT2-S956.75_contig_5804974_38		rank: C;small subunit ribosomal protein S4 (db=kegg)	K02986
626	P25716	MEGAHIT-MetaBAT2-S956.75_contig_5804995_1		rank: C;small subunit ribosomal protein S8 (db=kegg)	K02994
627	P25727	MEGAHIT-MetaBAT2-S956.75_contig_5804995_6		rank: C;small subunit ribosomal protein S17 (db=kegg)	K02961
628	P25729	MEGAHIT-MetaBAT2-S956.75_contig_5804995_8		rank: C;large subunit ribosomal protein L16 (db=kegg)	K02878
629	P25943	MEGAHIT-MetaBAT2-S957.114_contig_3372975_6		rank: C;acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1] (db=kegg)	K04072
630	P26021	MEGAHIT-MetaBAT2-S957.57_contig_338293_14		rank: C;multidrug efflux pump (db=kegg)	K18138
631	P26061	MEGAHIT-MetaBAT2-S957.57_contig_338339_51		rank: C;small subunit ribosomal protein S4 (db=kegg)	K02986
632	P26075	MEGAHIT-MetaBAT2-S957.57_contig_338363_9		rank: C;phosphatidylserine decarboxylase [EC:4.1.1.65] (db=kegg)	K01613
633	P26101	MEGAHIT-MetaBAT2-S957.57_contig_338406_2		rank: E	NA
634	P26198	MEGAHIT-MetaBAT2-S957.66_contig_2889981_23		rank: D;Amino acid kinase family [PF00696.33];ACT domain [PF22468.1] (db=pfam)	NA
635	P26309	MEGAHIT-MetaBAT2-S958.133_contig_3010659_19		rank: E	NA
636	P26456	MEGAHIT-MetaBAT2-S958.133_contig_3010788_1		rank: D;S-layer homology domain [PF00395.25];Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.25] (db=pfam)	NA
637	P26501	MEGAHIT-MetaBAT2-S958.133_contig_3010862_1		rank: C;cysteinyl-tRNA synthetase [EC:6.1.1.16] (db=kegg)	K01883
638	P26508	MEGAHIT-MetaBAT2-S958.133_contig_3010870_5		rank: C;putative tricarboxylic transport membrane protein (db=kegg)	K07795
639	P26517	MEGAHIT-MetaBAT2-S958.133_contig_3010880_8		rank: C;aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2] (db=kegg)	K00609
640	P26650	MEGAHIT-MetaBAT2-S958.173_contig_1707577_3		rank: C;solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5 (db=kegg)	K14445
641	P26726	MEGAHIT-MetaBAT2-S958.173_contig_1707763_4		rank: C;large subunit ribosomal protein L11 (db=kegg)	K02867
642	P26768	MEGAHIT-MetaBAT2-S959.110_contig_6841160_1		rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)	K03046
643	P26829	MEGAHIT-MetaBAT2-S959.123_contig_5422931_2		rank: C;rubrerythrin (db=kegg)	K19824
644	P26841	MEGAHIT-MetaBAT2-S959.123_contig_5422948_4		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
645	P26893	MEGAHIT-MetaBAT2-S959.123_contig_5423116_13		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
646	P26951	MEGAHIT-MetaBAT2-S960.129_contig_5745793_1		rank: D;KH-domain-like of EngA bacterial GTPase enzymes, C-terminal [PF14714.11];Elongation factor Tu GTP binding domain [PF00009.32] (db=pfam)	NA
647	P26970	MEGAHIT-MetaBAT2-S960.192_contig_80406_27	MEGAHIT-MetaBAT2-S966.83_contig_5899636_2	rank: C;ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1] (db=kegg)	K00525
648	P26997	MEGAHIT-MetaBAT2-S960.192_contig_80411_117		rank: C;SecD/SecF fusion protein (db=kegg)	K12257
649	P27000	MEGAHIT-MetaBAT2-S960.192_contig_80411_139		rank: C;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] (db=kegg)	K01610
650	P27008	MEGAHIT-MetaBAT2-S960.192_contig_80411_47		rank: D;Glycosyl hydrolase family 85 [PF03644.18];Concanavalin A-like lectin/glucanases superfamily [PF13385.12] (db=pfam)	NA
651	P27012	MEGAHIT-MetaBAT2-S960.192_contig_80411_80		rank: C;alpha-amylase [EC:3.2.1.1] (db=kegg)	K07405
652	P27038	MEGAHIT-MetaBAT2-S960.192_contig_80414_16		rank: D;Tetratricopeptide repeat-like domain [PF09976.14];Soluble NSF attachment protein, SNAP [PF14938.11] (db=pfam)	NA
653	P27068	MEGAHIT-MetaBAT2-S960.192_contig_80418_5		rank: E	NA
654	P27072	MEGAHIT-MetaBAT2-S960.192_contig_80419_13		rank: D;Outer membrane protein Omp28 [PF11551.13] (db=pfam)	NA
655	P27080	MEGAHIT-MetaBAT2-S960.192_contig_80420_1		rank: E	NA
656	P27082	MEGAHIT-MetaBAT2-S960.192_contig_80421_14		rank: C;membrane fusion protein, multidrug efflux system (db=kegg)	K03585
657	P27103	MEGAHIT-MetaBAT2-S960.192_contig_80423_118		rank: D;Family of unknown function (DUF5689) [PF18942.5] (db=pfam)	NA
658	P27114	MEGAHIT-MetaBAT2-S960.192_contig_80423_87	MEGAHIT-MetaBAT2-S966.83_contig_5899448_1	rank: C;putative transport protein (db=kegg)	K07085
659	P27165	MEGAHIT-MetaBAT2-S960.192_contig_80427_6		rank: D;Domain of unknown function (DUF6359) [PF19886.4];Family of unknown function (DUF5689) [PF18942.5] (db=pfam)	NA
660	P27223	MEGAHIT-MetaBAT2-S960.192_contig_80439_5		rank: D;YtxH-like protein [PF12732.12] (db=pfam)	NA
661	P27227	MEGAHIT-MetaBAT2-S960.192_contig_80440_24	MEGAHIT-MetaBAT2-S966.83_contig_5899340_2	rank: C;F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1] (db=kegg)	K02112
662	P27261	MEGAHIT-MetaBAT2-S960.192_contig_80444_2		rank: D;Peptidase M60, enhancin and enhancin-like [PF13402.11] (db=pfam)	NA
663	P27280	MEGAHIT-MetaBAT2-S960.192_contig_80446_4		rank: C;large subunit ribosomal protein L25 (db=kegg)	K02897
664	P27290	MEGAHIT-MetaBAT2-S960.192_contig_80448_115		rank: C;biopolymer transport protein ExbD (db=kegg)	K03559
665	P27299	MEGAHIT-MetaBAT2-S960.192_contig_80448_17	MEGAHIT-MetaBAT2-S966.83_contig_5899432_6	rank: C;rubrerythrin (db=kegg)	K19824
666	P27346	MEGAHIT-MetaBAT2-S960.200_contig_236421_1		rank: D;ABC transporter [PF00005.32] (db=pfam)	NA
667	P27615	MEGAHIT-MetaBAT2-S962.117_contig_4866336_51		rank: D;Nucleotidyl transferase [PF00483.28];MobA-like NTP transferase domain [PF12804.12] (db=pfam)	NA
668	P27619	MEGAHIT-MetaBAT2-S962.117_contig_4866341_1		rank: C;L-arabinose isomerase [EC:5.3.1.4] (db=kegg)	K01804
669	P27665	MEGAHIT-MetaBAT2-S962.117_contig_4866378_4		rank: C;putative membrane protein (db=kegg)	K08996
670	P27700	MEGAHIT-MetaBAT2-S962.117_contig_4866398_12		rank: C;F-type H+-transporting ATPase subunit gamma (db=kegg)	K02115
671	P27837	MEGAHIT-MetaBAT2-S962.117_contig_4866444_9		rank: C;DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] (db=kegg)	K03040
672	P27917	MEGAHIT-MetaBAT2-S962.187_contig_2556188_15		rank: C;elongation factor Tu (db=kegg)	K02358
673	P27996	MEGAHIT-MetaBAT2-S962.24_contig_2292087_2		rank: C;DNA gyrase subunit B [EC:5.6.2.2] (db=kegg)	K02470
674	P28011	MEGAHIT-MetaBAT2-S962.24_contig_2292097_6		rank: C;host factor-I protein (db=kegg)	K03666
675	P28023	MEGAHIT-MetaBAT2-S962.24_contig_2292104_21		rank: E	NA
676	P28098	MEGAHIT-MetaBAT2-S962.24_contig_2292134_5		rank: D;Elongation factor G, domain IV [PF03764.23];Elongation factor G C-terminus [PF00679.29];Elongation Factor G, domain III [PF14492.11];Elongation factor G domain 2 [PF22042.1] (db=pfam)	NA
677	P28147	MEGAHIT-MetaBAT2-S962.24_contig_2292150_13		rank: C;putative tryptophan/tyrosine transport system substrate-binding protein (db=kegg)	K01989
678	P28232	MEGAHIT-MetaBAT2-S962.24_contig_2292175_7		rank: C;translation initiation factor IF-2 (db=kegg)	K02519
679	P28273	MEGAHIT-MetaBAT2-S962.24_contig_2292190_15		rank: D;Aminopeptidase I zinc metalloprotease (M18) [PF02127.20] (db=pfam)	NA
680	P28481	MEGAHIT-MetaBAT2-S962.48_contig_27872_10		rank: E	NA
681	P28524	MEGAHIT-MetaBAT2-S962.71_contig_2218911_13		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
682	P28544	MEGAHIT-MetaBAT2-S962.80_contig_4191037_2		rank: C;long-chain acyl-CoA synthetase [EC:6.2.1.3] (db=kegg)	K01897
683	P28559	MEGAHIT-MetaBAT2-S962.80_contig_4191062_2		rank: C;ATP-dependent Clp protease ATP-binding subunit ClpX (db=kegg)	K03544
684	P28787	MEGAHIT-MetaBAT2-S962.8_contig_3132891_13		rank: D;Rubrerythrin [PF02915.22];Rubrerythrin, rubredoxin-like domain [PF21349.2] (db=pfam)	NA
685	P28870	MEGAHIT-MetaBAT2-S964.113_contig_1412645_18		rank: D;Flagellar filament outer layer protein Flaa [PF04620.17] (db=pfam)	NA
686	P28952	MEGAHIT-MetaBAT2-S964.154_contig_4541799_4		rank: E	NA
687	P28960	MEGAHIT-MetaBAT2-S964.154_contig_4541809_3		rank: C;biopolymer transport protein ExbD (db=kegg)	K03559
688	P29008	MEGAHIT-MetaBAT2-S964.154_contig_4541966_2		rank: D;YtxH-like protein [PF12732.12] (db=pfam)	NA
689	P29024	MEGAHIT-MetaBAT2-S964.154_contig_4541995_5		rank: E	NA
690	P29039	MEGAHIT-MetaBAT2-S964.154_contig_4542010_6		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
691	P29097	MEGAHIT-MetaBAT2-S964.154_contig_4542123_5		rank: E	NA
692	P29280	MEGAHIT-MetaBAT2-S964.217_contig_4118631_2		rank: C;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245] (db=kegg)	K00197
693	P29547	MEGAHIT-MetaBAT2-S965.170_contig_623722_4		rank: C;DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] (db=kegg)	K03040
694	P29548	MEGAHIT-MetaBAT2-S965.170_contig_623722_5	group9_bins.348_contig_6928411_10	rank: C;large subunit ribosomal protein L17 (db=kegg)	K02879
695	P29653	MEGAHIT-MetaBAT2-S966.102_contig_6246609_31		rank: C;basic membrane protein A and related proteins (db=kegg)	K07335
696	P29773	MEGAHIT-MetaBAT2-S966.102_contig_6246746_10		rank: E	NA
697	P29785	MEGAHIT-MetaBAT2-S966.102_contig_6246761_2		rank: C;6-phosphofructokinase 1 [EC:2.7.1.11] (db=kegg)	K00850
698	P29962	MEGAHIT-MetaBAT2-S966.75_contig_3755944_5	MEGAHIT-MetaBAT2-S967.229_contig_6869683_1, group9_bins.264_contig_5619682_72	rank: C;flagellar hook protein FlgE (db=kegg)	K02390
699	P30003	MEGAHIT-MetaBAT2-S966.75_contig_3756057_3		rank: E	NA
700	P30091	MEGAHIT-MetaBAT2-S966.83_contig_5899699_1		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
701	P30095	MEGAHIT-MetaBAT2-S967.21_contig_2744981_2		rank: C;fructose-bisphosphate aldolase, class I [EC:4.1.2.13] (db=kegg)	K11645
702	P30097	MEGAHIT-MetaBAT2-S967.21_contig_2744981_22		rank: C;large subunit ribosomal protein L7/L12 (db=kegg)	K02935
703	P30112	MEGAHIT-MetaBAT2-S967.21_contig_2744989_8		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
704	P30124	MEGAHIT-MetaBAT2-S967.21_contig_2744993_7		rank: C;elongation factor Ts (db=kegg)	K02357
705	P30133	MEGAHIT-MetaBAT2-S967.21_contig_2745009_1		rank: C;large subunit ribosomal protein L1 (db=kegg)	K02863
706	P30173	MEGAHIT-MetaBAT2-S967.21_contig_2745031_8		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
707	P30180	MEGAHIT-MetaBAT2-S967.21_contig_2745035_8		rank: C;transaldolase [EC:2.2.1.2] (db=kegg)	K00616
708	P30189	MEGAHIT-MetaBAT2-S967.21_contig_2745044_7		rank: D;Iron-containing alcohol dehydrogenase [PF00465.24];Iron-containing alcohol dehydrogenase [PF13685.11] (db=pfam)	NA
709	P30192	MEGAHIT-MetaBAT2-S967.21_contig_2745051_1		rank: C;D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399] (db=kegg)	K00058
710	P30218	MEGAHIT-MetaBAT2-S967.21_contig_2745079_5		rank: C;type IV pilus assembly protein PilN (db=kegg)	K02663
711	P30232	MEGAHIT-MetaBAT2-S967.21_contig_2745090_22		rank: C;large subunit ribosomal protein L2 (db=kegg)	K02886
712	P30243	MEGAHIT-MetaBAT2-S967.21_contig_2745090_34		rank: C;large subunit ribosomal protein L6 (db=kegg)	K02933
713	P30245	MEGAHIT-MetaBAT2-S967.21_contig_2745090_36		rank: C;small subunit ribosomal protein S5 (db=kegg)	K02988
714	P30253	MEGAHIT-MetaBAT2-S967.21_contig_2745090_45		rank: C;large subunit ribosomal protein L17 (db=kegg)	K02879
715	P30261	MEGAHIT-MetaBAT2-S967.21_contig_2745092_21		rank: C;small subunit ribosomal protein S16 (db=kegg)	K02959
716	P30278	MEGAHIT-MetaBAT2-S967.21_contig_2745108_2		rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)	K01006
717	P30288	MEGAHIT-MetaBAT2-S967.21_contig_2745116_2		rank: E	NA
718	P30295	MEGAHIT-MetaBAT2-S967.21_contig_2745128_3		rank: D;Phosphotransferase enzyme family [PF01636.28] (db=pfam)	NA
719	P30301	MEGAHIT-MetaBAT2-S967.21_contig_2745131_12		rank: C;phosphoserine aminotransferase [EC:2.6.1.52] (db=kegg)	K00831
720	P30314	MEGAHIT-MetaBAT2-S967.21_contig_2745150_31		rank: E	NA
721	P30325	MEGAHIT-MetaBAT2-S967.21_contig_2745158_6		rank: C;phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32] (db=kegg)	K01596
722	P30378	MEGAHIT-MetaBAT2-S967.229_contig_6869546_30		rank: C;cob(I)alamin adenosyltransferase [EC:2.5.1.17] (db=kegg)	K00798
723	P30379	MEGAHIT-MetaBAT2-S967.229_contig_6869547_2		rank: C;type I restriction enzyme, R subunit [EC:3.1.21.3] (db=kegg)	K01153
724	P30389	MEGAHIT-MetaBAT2-S967.229_contig_6869550_18		rank: C;F-type H+-transporting ATPase subunit epsilon (db=kegg)	K02114
725	P30397	MEGAHIT-MetaBAT2-S967.229_contig_6869555_4		rank: C;adenosylhomocysteinase [EC:3.13.2.1] (db=kegg)	K01251
726	P30414	MEGAHIT-MetaBAT2-S967.229_contig_6869559_6		rank: C;methyl-accepting chemotaxis protein (db=kegg)	K03406
727	P30432	MEGAHIT-MetaBAT2-S967.229_contig_6869566_5		rank: C;methyl-accepting chemotaxis protein (db=kegg)	K03406
728	P30441	MEGAHIT-MetaBAT2-S967.229_contig_6869568_9		rank: C;glycyl-tRNA synthetase beta chain [EC:6.1.1.14] (db=kegg)	K01879
729	P30473	MEGAHIT-MetaBAT2-S967.229_contig_6869575_6		rank: C;preprotein translocase subunit SecF (db=kegg)	K03074
730	P30487	MEGAHIT-MetaBAT2-S967.229_contig_6869583_6		rank: C;uridine phosphorylase [EC:2.4.2.3] (db=kegg)	K00757
731	P30495	MEGAHIT-MetaBAT2-S967.229_contig_6869586_13		rank: C;galactofuranose transport system ATP-binding protein [EC:7.5.2.9] (db=kegg)	K10820
732	P30500	MEGAHIT-MetaBAT2-S967.229_contig_6869586_29		rank: C;succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18] (db=kegg)	K18118
733	P30530	MEGAHIT-MetaBAT2-S967.229_contig_6869590_12		rank: C;polar amino acid transport system permease protein (db=kegg)	K02029
734	P30539	MEGAHIT-MetaBAT2-S967.229_contig_6869591_3	group9_bins.264_contig_5619654_2, group9_bins.264_contig_5619664_27	rank: C;preprotein translocase subunit SecE (db=kegg)	K03073
735	P30545	MEGAHIT-MetaBAT2-S967.229_contig_6869593_7		rank: C;molecular chaperone GrpE (db=kegg)	K03687
736	P30547	MEGAHIT-MetaBAT2-S967.229_contig_6869595_4		rank: C;DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] (db=kegg)	K03040
737	P30558	MEGAHIT-MetaBAT2-S967.229_contig_6869603_2		rank: C;seryl-tRNA synthetase [EC:6.1.1.11] (db=kegg)	K01875
738	P30581	MEGAHIT-MetaBAT2-S967.229_contig_6869607_5		rank: C;transcription termination/antitermination protein NusA (db=kegg)	K02600
739	P30585	MEGAHIT-MetaBAT2-S967.229_contig_6869608_3		rank: C;mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197] (db=kegg)	K02800
740	P30608	MEGAHIT-MetaBAT2-S967.229_contig_6869611_23		rank: C;small subunit ribosomal protein S15 (db=kegg)	K02956
741	P30638	MEGAHIT-MetaBAT2-S967.229_contig_6869619_22		rank: C;hexokinase [EC:2.7.1.1] (db=kegg)	K00844
742	P30650	MEGAHIT-MetaBAT2-S967.229_contig_6869621_5		rank: D;Conserved region in glutamate synthase [PF01645.22];4Fe-4S dicluster domain [PF13187.11];4Fe-4S double cluster binding domain [PF13484.11];4Fe-4S dicluster domain [PF13237.11];4Fe-4S dicluster domain [PF12838.12];4Fe-4S dicluster domain [PF14697.11];4Fe-4S dicluster domain [PF13183.11] (db=pfam)	NA
743	P30654	MEGAHIT-MetaBAT2-S967.229_contig_6869622_6		rank: C;large subunit ribosomal protein L31 (db=kegg)	K02909
744	P30657	MEGAHIT-MetaBAT2-S967.229_contig_6869624_14		rank: C;dihydroorotase [EC:3.5.2.3] (db=kegg)	K01465
745	P30669	MEGAHIT-MetaBAT2-S967.229_contig_6869628_13		rank: C;rod shape-determining protein MreB and related proteins (db=kegg)	K03569
746	P30740	MEGAHIT-MetaBAT2-S967.229_contig_6869648_35		rank: C;fumarate hydratase subunit beta [EC:4.2.1.2] (db=kegg)	K01678
747	P30754	MEGAHIT-MetaBAT2-S967.229_contig_6869650_4		rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)	K04771
748	P30757	MEGAHIT-MetaBAT2-S967.229_contig_6869651_6		rank: C;aminotransferase [EC:2.6.1.-] (db=kegg)	K10907
749	P30767	MEGAHIT-MetaBAT2-S967.229_contig_6869655_3		rank: C;manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1] (db=kegg)	K15986
750	P30791	MEGAHIT-MetaBAT2-S967.229_contig_6869660_4		rank: C;chemotaxis protein methyltransferase CheR [EC:2.1.1.80] (db=kegg)	K00575
751	P30824	MEGAHIT-MetaBAT2-S967.229_contig_6869671_1		rank: C;transketolase [EC:2.2.1.1] (db=kegg)	K00615
752	P30844	MEGAHIT-MetaBAT2-S967.229_contig_6869676_6		rank: C;6-phospho-beta-glucosidase [EC:3.2.1.86] (db=kegg)	K01223
