Protein	gene	Indistinguishable.Proteins	Description	ko_id
583	P20609	MEGAHIT-MetaBAT2-S945.92_contig_5403180_7		rank: E	NA
584	P20610	MEGAHIT-MetaBAT2-S945.92_contig_5403180_8		rank: D;Family of unknown function (DUF5689) [PF18942.5] (db=pfam)	NA
585	P20613	MEGAHIT-MetaBAT2-S945.92_contig_5403182_1		rank: C;bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3] (db=kegg)	K12524
586	P20615	MEGAHIT-MetaBAT2-S945.92_contig_5403186_2		rank: E	NA
587	P20621	MEGAHIT-MetaBAT2-S945.92_contig_5403194_36		rank: D;Cellulase (glycosyl hydrolase family 5) [PF00150.23] (db=pfam)	NA
588	P20623	MEGAHIT-MetaBAT2-S945.92_contig_5403194_38		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
589	P20627	MEGAHIT-MetaBAT2-S945.92_contig_5403194_51		rank: C;rod shape-determining protein MreB and related proteins (db=kegg)	K03569
590	P20631	MEGAHIT-MetaBAT2-S945.92_contig_5403195_10		rank: C;NADH-quinone oxidoreductase subunit N [EC:7.1.1.2] (db=kegg)	K00343
591	P20644	MEGAHIT-MetaBAT2-S945.92_contig_5403205_7		rank: D;Domain of unknown function (DUF4595) with porin-like fold [PF15283.11] (db=pfam)	NA
592	P20646	MEGAHIT-MetaBAT2-S945.92_contig_5403207_14		rank: C;phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] (db=kegg)	K01923
593	P20651	MEGAHIT-MetaBAT2-S945.92_contig_5403209_7		rank: D;Domain of unknown function (DUF5123) [PF17161.9];Domain of unknown function (DUF4957) [PF16318.10] (db=pfam)	NA
594	P20661	MEGAHIT-MetaBAT2-S945.92_contig_5403219_26		rank: D;Bacterial Ig-like domain (group 2) [PF02368.23] (db=pfam)	NA
595	P20662	MEGAHIT-MetaBAT2-S945.92_contig_5403219_31		rank: C;glucokinase [EC:2.7.1.2] (db=kegg)	K25026
596	P20772	MEGAHIT-MetaBAT2-S946.102_contig_5359918_14	MEGAHIT-MetaBAT2-S980.86_contig_3882259_5, group3_bins.39_contig_6031613_6	rank: C;formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6] (db=kegg)	K00125
597	P20869	MEGAHIT-MetaBAT2-S946.20_contig_6490332_3		rank: C;flagellar hook protein FlgE (db=kegg)	K02390
598	P20987	MEGAHIT-MetaBAT2-S946.49_contig_2524393_3		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
599	P20992	MEGAHIT-MetaBAT2-S946.49_contig_2524397_120		rank: D;Fibrobacter succinogenes major domain (Fib_succ_major) [PF09603.15] (db=pfam)	NA
600	P21008	MEGAHIT-MetaBAT2-S946.49_contig_2524421_8		rank: C;DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] (db=kegg)	K03040
601	P21028	MEGAHIT-MetaBAT2-S946.6_contig_6078713_22		rank: C;small subunit ribosomal protein S7 (db=kegg)	K02992
602	P21081	MEGAHIT-MetaBAT2-S947.111_contig_76229_7		rank: C;IMP dehydrogenase [EC:1.1.1.205] (db=kegg)	K00088
603	P21179	MEGAHIT-MetaBAT2-S947.111_contig_76298_19		rank: C;ribonucrease Y [EC:3.1.-.-] (db=kegg)	K18682
604	P21239	MEGAHIT-MetaBAT2-S947.111_contig_76329_14		rank: C;small subunit ribosomal protein S14 (db=kegg)	K02954
605	P21265	MEGAHIT-MetaBAT2-S947.111_contig_76355_129		rank: D;Outer membrane protein beta-barrel domain [PF13568.11] (db=pfam)	NA
606	P21302	MEGAHIT-MetaBAT2-S947.111_contig_76371_5		rank: C;F-type H+-transporting ATPase subunit c (db=kegg)	K02110
607	P21307	MEGAHIT-MetaBAT2-S947.111_contig_76376_22		rank: D;Domain of unknown function (DUF4270) [PF14092.11] (db=pfam)	NA
608	P21394	MEGAHIT-MetaBAT2-S947.49_contig_3623552_1		rank: C;formate C-acetyltransferase [EC:2.3.1.54] (db=kegg)	K00656
609	P21403	MEGAHIT-MetaBAT2-S947.49_contig_3623785_3		rank: E	NA
610	P21480	MEGAHIT-MetaBAT2-S947.6_contig_2426404_89		rank: E	NA
611	P21496	MEGAHIT-MetaBAT2-S947.6_contig_2426412_77		rank: C;ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)	K00053
612	P21499	MEGAHIT-MetaBAT2-S947.6_contig_2426420_109		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
613	P21590	MEGAHIT-MetaBAT2-S947.8_contig_60520_16		rank: C;long-chain fatty acid transport protein (db=kegg)	K06076
614	P21597	MEGAHIT-MetaBAT2-S947.8_contig_60550_3		rank: C;LemA protein (db=kegg)	K03744
615	P21652	MEGAHIT-MetaBAT2-S948.11_contig_4459042_3		rank: D;Xylose isomerase-like TIM barrel [PF01261.29] (db=pfam)	NA
616	P21697	MEGAHIT-MetaBAT2-S948.142_contig_869886_12		rank: D;Bacterial extracellular solute-binding protein [PF01547.30] (db=pfam)	NA
617	P21731	MEGAHIT-MetaBAT2-S948.142_contig_869920_9		rank: C;putative aldouronate transport system substrate-binding protein (db=kegg)	K17318
618	P21733	MEGAHIT-MetaBAT2-S948.142_contig_869921_16		rank: D;L-fucose isomerase, C-terminal domain [PF02952.22];L-arabinose isomerase [PF02610.20] (db=pfam)	NA
619	P21735	MEGAHIT-MetaBAT2-S948.142_contig_869922_12		rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)	K01006
620	P21738	MEGAHIT-MetaBAT2-S948.142_contig_869924_32		rank: C;putative multiple sugar transport system substrate-binding protein (db=kegg)	K10546
621	P21753	MEGAHIT-MetaBAT2-S948.142_contig_869936_41		rank: C;large subunit ribosomal protein L2 (db=kegg)	K02886
622	P21759	MEGAHIT-MetaBAT2-S948.142_contig_869936_55		rank: C;small subunit ribosomal protein S5 (db=kegg)	K02988
623	P21767	MEGAHIT-MetaBAT2-S948.142_contig_869941_13		rank: C;flagellin (db=kegg)	K02406
624	P21791	MEGAHIT-MetaBAT2-S948.142_contig_869955_3		rank: E	NA
625	P21794	MEGAHIT-MetaBAT2-S948.142_contig_869956_21		rank: C;uncharacterized protein (db=kegg)	K07080
626	P21813	MEGAHIT-MetaBAT2-S948.142_contig_869990_17		rank: E	NA
627	P21981	MEGAHIT-MetaBAT2-S949.157_contig_2408537_9		rank: E	NA
628	P22012	MEGAHIT-MetaBAT2-S949.157_contig_2408553_1		rank: C;valyl-tRNA synthetase [EC:6.1.1.9] (db=kegg)	K01873
629	P22034	MEGAHIT-MetaBAT2-S949.157_contig_2408562_1		rank: C;large subunit ribosomal protein L7/L12 (db=kegg)	K02935
630	P22069	MEGAHIT-MetaBAT2-S949.157_contig_2408568_26		rank: C;uncharacterized protein (db=kegg)	K07079
631	P22083	MEGAHIT-MetaBAT2-S949.157_contig_2408575_10		rank: D;ABC transporter [PF00005.32];Oligopeptide/dipeptide transporter, C-terminal region [PF08352.17] (db=pfam)	NA
632	P22136	MEGAHIT-MetaBAT2-S949.157_contig_2408593_1		rank: C;UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98] (db=kegg)	K00075
633	P22259	MEGAHIT-MetaBAT2-S949.157_contig_2408627_12		rank: C;prephenate dehydrogenase [EC:1.3.1.12] (db=kegg)	K04517
634	P22616	MEGAHIT-MetaBAT2-S950.5_contig_1514499_10		rank: E	NA
635	P22637	MEGAHIT-MetaBAT2-S950.5_contig_1514501_2		rank: D;Condensin complex protein MksE [PF21980.1] (db=pfam)	NA
636	P22666	MEGAHIT-MetaBAT2-S950.5_contig_1514511_18		rank: C;phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] (db=kegg)	K01933
637	P22680	MEGAHIT-MetaBAT2-S950.5_contig_1514522_11		rank: C;branched-chain amino acid aminotransferase [EC:2.6.1.42] (db=kegg)	K00826
638	P22686	MEGAHIT-MetaBAT2-S950.5_contig_1514522_4		rank: D;Outer membrane efflux protein [PF02321.23] (db=pfam)	NA
639	P22692	MEGAHIT-MetaBAT2-S950.5_contig_1514523_14		rank: C;putative ATPase (db=kegg)	K07478
640	P22710	MEGAHIT-MetaBAT2-S950.5_contig_1514529_7		rank: C;dipeptidase D [EC:3.4.13.-] (db=kegg)	K01270
641	P22727	MEGAHIT-MetaBAT2-S950.5_contig_1514535_17		rank: C;UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227] (db=kegg)	K02563
642	P22746	MEGAHIT-MetaBAT2-S950.5_contig_1514540_19		rank: D;Proton-conducting membrane transporter [PF00361.25];NADH-ubiquinone oxidoreductase chain 4, amino terminus [PF01059.22] (db=pfam)	NA
643	P22766	MEGAHIT-MetaBAT2-S950.5_contig_1514545_16		rank: D;Serpin (serine protease inhibitor) [PF00079.25] (db=pfam)	NA
644	P22807	MEGAHIT-MetaBAT2-S950.5_contig_1514570_13		rank: D;Domain of unknown function (DUF4840) [PF16128.10] (db=pfam)	NA
645	P22842	MEGAHIT-MetaBAT2-S950.5_contig_1514584_21		rank: C;GTPase (db=kegg)	K03977
646	P22848	MEGAHIT-MetaBAT2-S950.5_contig_1514584_4		rank: C;asparaginyl-tRNA synthetase [EC:6.1.1.22] (db=kegg)	K01893
647	P22865	MEGAHIT-MetaBAT2-S950.5_contig_1514592_12		rank: C;cysteine desulfuration protein SufE (db=kegg)	K02426
648	P22880	MEGAHIT-MetaBAT2-S950.5_contig_1514595_21		rank: D;Outer membrane protein beta-barrel domain [PF13568.11] (db=pfam)	NA
649	P22881	MEGAHIT-MetaBAT2-S950.5_contig_1514595_24		rank: D;Lipocalin-like [PF12702.12] (db=pfam)	NA
650	P22885	MEGAHIT-MetaBAT2-S950.5_contig_1514595_9		rank: C;23S rRNA 5-hydroxycytidine C2501 synthase (db=kegg)	K24847
651	P22886	MEGAHIT-MetaBAT2-S950.5_contig_1514596_1		rank: D;Bacterial Alpha-2-macroglobulin MG10 domain [PF17973.6];Alpha-2-macroglobulin family [PF00207.27] (db=pfam)	NA
652	P22905	MEGAHIT-MetaBAT2-S950.5_contig_1514597_23		rank: D;Periplasmic binding protein domain [PF13407.11];Bacterial regulatory proteins, lacI family [PF00356.26] (db=pfam)	NA
653	P22910	MEGAHIT-MetaBAT2-S950.5_contig_1514597_7		rank: C;DNA repair protein RecN (Recombination protein N) (db=kegg)	K03631
654	P22949	MEGAHIT-MetaBAT2-S950.5_contig_1514619_8		rank: C;long-chain acyl-CoA synthetase [EC:6.2.1.3] (db=kegg)	K01897
655	P22954	MEGAHIT-MetaBAT2-S950.5_contig_1514623_3		rank: D;Cation transporting ATPase, C-terminus [PF00689.26];haloacid dehalogenase-like hydrolase [PF00702.31] (db=pfam)	NA
656	P22964	MEGAHIT-MetaBAT2-S950.5_contig_1514629_1		rank: D;ATP synthase alpha/beta family, beta-barrel domain [PF02874.28];ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.30] (db=pfam)	NA
657	P22983	MEGAHIT-MetaBAT2-S950.5_contig_1514645_15		rank: D;Domain of unknown function (DUF6048) [PF19515.4] (db=pfam)	NA
658	P23016	MEGAHIT-MetaBAT2-S950.5_contig_1514659_31		rank: E	NA
659	P23017	MEGAHIT-MetaBAT2-S950.5_contig_1514659_32		rank: D;Outer membrane protein transport protein (OMPP1/FadL/TodX) [PF03349.21];Uncharacterised protein family (UPF0164) [PF03687.18] (db=pfam)	NA
660	P23023	MEGAHIT-MetaBAT2-S950.5_contig_1514659_9		rank: D;Protein of unknown function (DUF1015) [PF06245.16] (db=pfam)	NA
661	P23056	MEGAHIT-MetaBAT2-S950.5_contig_1514671_9		rank: E	NA
662	P23060	MEGAHIT-MetaBAT2-S950.5_contig_1514673_4		rank: D;Bacterial DNA-binding protein [PF00216.26] (db=pfam)	NA
663	P23065	MEGAHIT-MetaBAT2-S950.5_contig_1514673_9		rank: C;glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16] (db=kegg)	K00820
664	P23108	MEGAHIT-MetaBAT2-S950.5_contig_1514697_11		rank: C;tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3] (db=kegg)	K16692
665	P23122	MEGAHIT-MetaBAT2-S950.5_contig_1514698_2		rank: C;tagaturonate reductase [EC:1.1.1.58] (db=kegg)	K00041
666	P23135	MEGAHIT-MetaBAT2-S950.5_contig_1514708_14		rank: C;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] (db=kegg)	K00059
667	P23148	MEGAHIT-MetaBAT2-S950.5_contig_1514710_3		rank: D;Domain of unknown function (DUF5020) [PF16412.10] (db=pfam)	NA
668	P23161	MEGAHIT-MetaBAT2-S950.5_contig_1514718_12		rank: C;S-adenosylmethionine synthetase [EC:2.5.1.6] (db=kegg)	K00789
669	P23197	MEGAHIT-MetaBAT2-S950.5_contig_1514731_2		rank: C;xanthine phosphoribosyltransferase [EC:2.4.2.22] (db=kegg)	K03816
670	P23207	MEGAHIT-MetaBAT2-S950.5_contig_1514736_4		rank: C;beta-galactosidase [EC:3.2.1.23] (db=kegg)	K01190
671	P23219	MEGAHIT-MetaBAT2-S950.5_contig_1514740_14		rank: C;carboxynorspermidine decarboxylase [EC:4.1.1.96] (db=kegg)	K13747
672	P23239	MEGAHIT-MetaBAT2-S950.5_contig_1514744_4		rank: C;ParB family transcriptional regulator, chromosome partitioning protein (db=kegg)	K03497
673	P23246	MEGAHIT-MetaBAT2-S950.5_contig_1514747_6		rank: C;beta-galactosidase [EC:3.2.1.23] (db=kegg)	K01190
674	P23247	MEGAHIT-MetaBAT2-S950.5_contig_1514747_7		rank: D;Alpha-L-arabinofuranosidase 1 domain [PF22848.1];Carbohydrate binding domain [PF02018.22] (db=pfam)	NA
675	P23264	MEGAHIT-MetaBAT2-S950.5_contig_1514751_18		rank: C;mannan endo-1,4-beta-mannosidase [EC:3.2.1.78] (db=kegg)	K01218
676	P23326	MEGAHIT-MetaBAT2-S950.5_contig_1514761_40		rank: C;phosphate starvation-inducible protein PhoH and related proteins (db=kegg)	K06217
677	P23341	MEGAHIT-MetaBAT2-S950.5_contig_1514768_18		rank: C;bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3] (db=kegg)	K12524
678	P23387	MEGAHIT-MetaBAT2-S950.5_contig_1514779_17		rank: D;tRNA methyl transferase HUP domain [PF03054.21];tRNA methyl transferase PRC-barrel domain [PF20259.3];Aminomethyltransferase beta-barrel domain [PF20258.3];Asparagine synthase [PF00733.26];Queuosine biosynthesis protein QueC [PF06508.18];PP-loop family [PF01171.25] (db=pfam)	NA
679	P23403	MEGAHIT-MetaBAT2-S950.5_contig_1514779_6		rank: D;OPT oligopeptide transporter protein [PF03169.20] (db=pfam)	NA
680	P23433	MEGAHIT-MetaBAT2-S950.5_contig_1514792_1		rank: E	NA
681	P23440	MEGAHIT-MetaBAT2-S950.5_contig_1514792_3		rank: D;Fimbrillin-A associated anchor proteins Mfa1 and Mfa2 [PF08842.15] (db=pfam)	NA
682	P23443	MEGAHIT-MetaBAT2-S950.5_contig_1514792_6		rank: D;Protein of unknown function (DUF3575) [PF12099.13];Domain of unknown function (DUF4421) [PF14391.11] (db=pfam)	NA
683	P23457	MEGAHIT-MetaBAT2-S950.5_contig_1514805_10		rank: D;Protein of unknown function (DUF3822) [PF12864.12] (db=pfam)	NA
684	P23459	MEGAHIT-MetaBAT2-S950.5_contig_1514805_5		rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)	K04771
685	P23489	MEGAHIT-MetaBAT2-S950.5_contig_1514819_2		rank: E	NA
686	P23507	MEGAHIT-MetaBAT2-S950.5_contig_1514835_2		rank: D;Phosphorylase superfamily [PF01048.25] (db=pfam)	NA
687	P23533	MEGAHIT-MetaBAT2-S950.5_contig_1514843_11		rank: D;FKBP-type peptidyl-prolyl cis-trans isomerase [PF00254.33];Domain amino terminal to FKBP-type peptidyl-prolyl isomerase [PF01346.23];Helicobacter pylori protein of unknown function (DUF874) [PF05917.16];CAF1 family ribonuclease [PF04857.25] (db=pfam)	NA
688	P23560	MEGAHIT-MetaBAT2-S950.5_contig_1514854_6		rank: C;GDPmannose 4,6-dehydratase [EC:4.2.1.47] (db=kegg)	K01711
689	P23568	MEGAHIT-MetaBAT2-S950.5_contig_1514866_3		rank: C;Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA (db=kegg)	K03718
690	P23575	MEGAHIT-MetaBAT2-S950.5_contig_1514869_1		rank: D;pfkB family carbohydrate kinase [PF00294.29] (db=pfam)	NA
691	P23592	MEGAHIT-MetaBAT2-S950.5_contig_1514874_16	MEGAHIT-MetaBAT2-S951.173_contig_4789228_4	rank: D;Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.12];Tetratricopeptide repeat [PF13371.11];Tetratricopeptide repeat [PF13429.11];TPR repeat [PF13414.11];Tetratricopeptide repeat [PF13432.11];ChAPs (Chs5p-Arf1p-binding proteins) [PF09295.15] (db=pfam)	NA
692	P23598	MEGAHIT-MetaBAT2-S950.5_contig_1514874_26		rank: C;phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20] (db=kegg)	K01889
693	P23647	MEGAHIT-MetaBAT2-S950.5_contig_1514888_1		rank: C;YidC/Oxa1 family membrane protein insertase (db=kegg)	K03217
694	P23726	MEGAHIT-MetaBAT2-S951.163_contig_4275137_3		rank: D;OmpA family [PF00691.25] (db=pfam)	NA
695	P23731	MEGAHIT-MetaBAT2-S951.163_contig_4275142_13		rank: D;Susd and RagB outer membrane lipoprotein [PF12741.12];Starch-binding associating with outer membrane [PF12771.12] (db=pfam)	NA
696	P23774	MEGAHIT-MetaBAT2-S951.163_contig_4275179_11		rank: C;diphosphate-dependent phosphofructokinase [EC:2.7.1.90] (db=kegg)	K00895
697	P23788	MEGAHIT-MetaBAT2-S951.163_contig_4275187_4		rank: E	NA
698	P23797	MEGAHIT-MetaBAT2-S951.163_contig_4275193_5		rank: E	NA
699	P23810	MEGAHIT-MetaBAT2-S951.163_contig_4275206_5		rank: E	NA
700	P23814	MEGAHIT-MetaBAT2-S951.163_contig_4275211_14		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
701	P23838	MEGAHIT-MetaBAT2-S951.163_contig_4275239_2		rank: D;SPOR domain [PF05036.18] (db=pfam)	NA
702	P23882	MEGAHIT-MetaBAT2-S951.173_contig_4788989_4		rank: C;aspartyl-tRNA synthetase [EC:6.1.1.12] (db=kegg)	K01876
703	P23892	MEGAHIT-MetaBAT2-S951.173_contig_4788998_10		rank: C;rubrerythrin (db=kegg)	K19824
704	P23897	MEGAHIT-MetaBAT2-S951.173_contig_4788999_9		rank: E	NA
705	P23927	MEGAHIT-MetaBAT2-S951.173_contig_4789014_3		rank: D;ABC-2 family transporter protein [PF12698.12] (db=pfam)	NA
706	P23947	MEGAHIT-MetaBAT2-S951.173_contig_4789026_5		rank: C;asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] (db=kegg)	K01953
707	P23967	MEGAHIT-MetaBAT2-S951.173_contig_4789032_2		rank: C;large subunit ribosomal protein L9 (db=kegg)	K02939
708	P23970	MEGAHIT-MetaBAT2-S951.173_contig_4789033_10		rank: C;long-chain fatty acid transport protein (db=kegg)	K06076
709	P24025	MEGAHIT-MetaBAT2-S951.173_contig_4789068_9		rank: D;AMP-binding enzyme [PF00501.33] (db=pfam)	NA
710	P24030	MEGAHIT-MetaBAT2-S951.173_contig_4789070_8		rank: C;uncharacterized protein (db=kegg)	K07164
711	P24089	MEGAHIT-MetaBAT2-S951.173_contig_4789118_3		rank: C;Fe-S cluster assembly ATP-binding protein (db=kegg)	K09013
712	P24095	MEGAHIT-MetaBAT2-S951.173_contig_4789124_1		rank: D;ABC transporter [PF00005.32];AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.11] (db=pfam)	NA
713	P24097	MEGAHIT-MetaBAT2-S951.173_contig_4789125_2		rank: D;Outer membrane efflux protein [PF02321.23] (db=pfam)	NA
714	P24100	MEGAHIT-MetaBAT2-S951.173_contig_4789128_10		rank: C;peptidyl-dipeptidase Dcp [EC:3.4.15.5] (db=kegg)	K01284
715	P24151	MEGAHIT-MetaBAT2-S951.173_contig_4789169_15		rank: C;threonyl-tRNA synthetase [EC:6.1.1.3] (db=kegg)	K01868
716	P24226	MEGAHIT-MetaBAT2-S951.173_contig_4789226_15		rank: C;MFS transporter, FHS family, L-fucose permease (db=kegg)	K02429
717	P24262	MEGAHIT-MetaBAT2-S951.45_contig_1551485_50		rank: C;glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit delta (db=kegg)	K23352
718	P24349	MEGAHIT-MetaBAT2-S951.93_contig_3950461_3		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
719	P24366	MEGAHIT-MetaBAT2-S951.93_contig_3950494_10		rank: C;large subunit ribosomal protein L21 (db=kegg)	K02888
720	P24380	MEGAHIT-MetaBAT2-S951.93_contig_3950509_16		rank: C;dissimilatory sulfite reductase beta subunit [EC:1.8.1.22] (db=kegg)	K11181
721	P24389	MEGAHIT-MetaBAT2-S951.93_contig_3950519_28		rank: C;molecular chaperone DnaK (db=kegg)	K04043
722	P24459	MEGAHIT-MetaBAT2-S952.67_contig_6640579_1		rank: D;L-fucose isomerase, C-terminal domain [PF02952.22] (db=pfam)	NA
723	P24467	MEGAHIT-MetaBAT2-S952.67_contig_6640583_14		rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)	K03046
724	P24682	MEGAHIT-MetaBAT2-S953.154_contig_900047_5		rank: C;putrescine aminotransferase [EC:2.6.1.82] (db=kegg)	K09251
725	P24737	MEGAHIT-MetaBAT2-S953.154_contig_900146_2		rank: C;large subunit ribosomal protein L18 (db=kegg)	K02881
726	P24738	MEGAHIT-MetaBAT2-S953.154_contig_900146_3	group9_bins.80_contig_1191579_11	rank: C;small subunit ribosomal protein S5 (db=kegg)	K02988
727	P24753	MEGAHIT-MetaBAT2-S953.154_contig_900187_2	group9_bins.80_contig_1191550_3	rank: E	NA
728	P24759	MEGAHIT-MetaBAT2-S953.154_contig_900208_9		rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2] (db=kegg)	K03614
729	P24885	MEGAHIT-MetaBAT2-S953.28_contig_3746296_27		rank: C;large subunit ribosomal protein L5 (db=kegg)	K02931
730	P24951	MEGAHIT-MetaBAT2-S953.47_contig_3875504_4		rank: C;glycine C-acetyltransferase [EC:2.3.1.29] (db=kegg)	K00639
731	P24975	MEGAHIT-MetaBAT2-S953.47_contig_3875605_2		rank: C;D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399] (db=kegg)	K00058
732	P25031	MEGAHIT-MetaBAT2-S954.74_contig_2630189_11		rank: C;molecular chaperone DnaK (db=kegg)	K04043
733	P25065	MEGAHIT-MetaBAT2-S954.74_contig_2630343_19		rank: C;carboxybiotin decarboxylase [EC:7.2.4.1] (db=kegg)	K20509
734	P25080	MEGAHIT-MetaBAT2-S954.74_contig_2630394_7		rank: E	NA
735	P25132	MEGAHIT-MetaBAT2-S954.88_contig_2519013_10		rank: C;small subunit ribosomal protein S1 (db=kegg)	K02945
736	P25173	MEGAHIT-MetaBAT2-S954.88_contig_2519220_5		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
737	P25273	MEGAHIT-MetaBAT2-S955.14_contig_6285900_2		rank: C;DNA-directed RNA polymerase subunit beta [EC:2.7.7.6] (db=kegg)	K03043
738	P25360	MEGAHIT-MetaBAT2-S955.226_contig_2978269_1		rank: D;Domain of unknown function (DUF4957) [PF16318.10];Domain of unknown function (DUF5123) [PF17161.9] (db=pfam)	NA
739	P25410	MEGAHIT-MetaBAT2-S955.226_contig_2978296_4		rank: E	NA
740	P25437	MEGAHIT-MetaBAT2-S955.226_contig_2978312_5		rank: C;starch-binding outer membrane protein SusE/F (db=kegg)	K21571
741	P25443	MEGAHIT-MetaBAT2-S955.226_contig_2978315_6		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
742	P25499	MEGAHIT-MetaBAT2-S955.226_contig_2978362_4		rank: C;transcription termination/antitermination protein NusG (db=kegg)	K02601
743	P25542	MEGAHIT-MetaBAT2-S955.226_contig_2978396_6		rank: C;thioredoxin reductase (NADPH) [EC:1.8.1.9] (db=kegg)	K00384
744	P25645	MEGAHIT-MetaBAT2-S956.103_contig_5657428_4		rank: C;type VI secretion system protein ImpC (db=kegg)	K11900
745	P25650	MEGAHIT-MetaBAT2-S956.103_contig_5657454_2		rank: C;methyl-accepting chemotaxis protein (db=kegg)	K03406
746	P25651	MEGAHIT-MetaBAT2-S956.103_contig_5657458_14		rank: C;recombination protein RecA (db=kegg)	K03553
747	P25662	MEGAHIT-MetaBAT2-S956.75_contig_5804971_24		rank: C;uncharacterized protein (db=kegg)	K07080
748	P25670	MEGAHIT-MetaBAT2-S956.75_contig_5804974_13	MEGAHIT-MetaBAT2-S958.173_contig_1707786_2	rank: C;large subunit ribosomal protein L21 (db=kegg)	K02888
749	P25716	MEGAHIT-MetaBAT2-S956.75_contig_5804995_1		rank: C;small subunit ribosomal protein S8 (db=kegg)	K02994
750	P25727	MEGAHIT-MetaBAT2-S956.75_contig_5804995_6		rank: C;small subunit ribosomal protein S17 (db=kegg)	K02961
751	P25729	MEGAHIT-MetaBAT2-S956.75_contig_5804995_8		rank: C;large subunit ribosomal protein L16 (db=kegg)	K02878
752	P25822	MEGAHIT-MetaBAT2-S956.75_contig_5805049_3		rank: D;Iron only hydrogenase large subunit, C-terminal domain [PF02906.19];2Fe-2S iron-sulfur cluster binding domain [PF13510.11];NADH-quinone oxidoreductase subunit 3, ferredoxin-like domain [PF22117.1];Iron hydrogenase small subunit [PF02256.22];NADH-ubiquinone oxidoreductase-G iron-sulfur binding region [PF10588.14];4Fe-4S dicluster domain [PF13187.11];4Fe-4S dicluster domain [PF12838.12];4Fe-4S dicluster domain [PF13237.11];4Fe-4S dicluster domain [PF14697.11] (db=pfam)	NA
753	P25854	MEGAHIT-MetaBAT2-S956.75_contig_5805087_10		rank: C;pyruvate carboxylase [EC:6.4.1.1] (db=kegg)	K01958
754	P25943	MEGAHIT-MetaBAT2-S957.114_contig_3372975_6		rank: C;acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1] (db=kegg)	K04072
755	P25953	MEGAHIT-MetaBAT2-S957.37_contig_3494431_15		rank: C;triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)	K01803
756	P26009	MEGAHIT-MetaBAT2-S957.57_contig_338274_1		rank: C;asparaginyl-tRNA synthetase [EC:6.1.1.22] (db=kegg)	K01893
757	P26070	MEGAHIT-MetaBAT2-S957.57_contig_338358_13		rank: C;uncharacterized protein (db=kegg)	K07164
758	P26075	MEGAHIT-MetaBAT2-S957.57_contig_338363_9		rank: C;phosphatidylserine decarboxylase [EC:4.1.1.65] (db=kegg)	K01613
759	P26279	MEGAHIT-MetaBAT2-S958.133_contig_3010629_2		rank: C;biopolymer transport protein ExbD (db=kegg)	K03559
760	P26282	MEGAHIT-MetaBAT2-S958.133_contig_3010631_5		rank: C;UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129] (db=kegg)	K00677
761	P26449	MEGAHIT-MetaBAT2-S958.133_contig_3010784_8		rank: C;cobaltochelatase CobN [EC:6.6.1.2] (db=kegg)	K02230
